"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"18","05","UP","0518ES031","","","","","18","05","UP","0518ES031","","","18","05","26","9","16","AM","12","0","0","0","0","","PINE BLUFF","263.48","05","86","2","1","000","R","","1","0","A","Y","YARD 022","1","","2","SDAG","001601","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","50000","33","H993","","0","0","0","1","H993","2","1","008","50034","","05C069","1","000000","0","1","0","0","0","02","16","","","3","5","","1L","","","","192","","2018","0","1","0","0","0","0","JEFFERSON","069","00","00","","N","OTH","000-000-000","SDAG1601 FOULED THE #21/22 SWITCH IN PINE BLUFF YARD, 22 TRACK WAS LIVE.  A RAILCAR WAS BEING HUMPED","INTO TRACK 22 AND COLLIDED WITH THE SDAG1601 SITTING IN THE FOULING POINT OF SWITCH #21/22.","","","","","","","","","","","","","","0","34.249933","-91.939764","2","5","","","","PINE BLUFF SUB",
"18","04","UP","0418LK015","","","","","18","04","UP","0418LK015","","","18","04","10","2","3","PM","12","0","0","0","0","","NORTH LITTLE ROCK","342.0","05","58","2","1","007","E","YNL0","1","280","7","Y","YARD 099","1","","2","TBOX","640446","002","Y","","","000","","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","397","39704","M401","","0","0","0","0","M401","2","1","007","40101","","05C119","0","000000","0","1","0","0","0","07","03","","","1","5","","1L","","","","388","","2018","0","0","0","0","0","0","PULASKI","119","","","","N","CWR","000-000-000","YNL03R-10, WHILE HUMPING CARS, STOPPED SHORT IN GROUP 2 RETARDER RESULTING IN YDM GOING TO RED BOARD","OPERATIONS, STOPPING TR19669 IN THE MASTER RETARDER.  TBOX640446 PIN WAS PULLED AND ROLLED INTO THE","TR19669 WHICH WAS STOPPED IN THE MASTER RETARDER.  AT IMPACT, THE SIDE DOOR ON THE TBOX640446 CAR C","AME OPEN RELEASING COMMODITY ONTO THE GROUND.   TR19669 WAS NOT DAMAGED.  NO DERAILMENT.","","","","","","","","","","","","1","34.77114","-92.232982","2","5","K","","","HOXIE SUB",
"18","04","UP","0418LK015","","","","","18","04","UP","0418LK015","","","18","04","10","2","3","PM","12","0","0","0","0","","NORTH LITTLE ROCK","342.0","05","58","2","1","000","R","","","131","5","N","YARD 099","1","","2","TR","019669","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","M401","","0","0","0","0","M401","2","1","007","40101","","05C119","0","000000","0","0","0","0","0","","","","","3","5","","1L","","","","388","","2018","0","0","0","0","0","0","PULASKI","119","","","","N","CWR","000-000-000","YNL03R-10, WHILE HUMPING CARS, STOPPED SHORT IN GROUP 2 RETARDER RESULTING IN YDM GOING TO RED BOARD","OPERATIONS, STOPPING TR19669 IN THE MASTER RETARDER.  TBOX640446 PIN WAS PULLED AND ROLLED INTO THE","TR19669 WHICH WAS STOPPED IN THE MASTER RETARDER.  AT IMPACT, THE SIDE DOOR ON THE TBOX640446 CAR C","AME OPEN RELEASING COMMODITY ONTO THE GROUND.   TR19669 WAS NOT DAMAGED.  NO DERAILMENT.","","","","","","","","","","","","0","34.77114","-92.232982","2","5","K","","","HOXIE SUB",
"18","04","UP","0418LK023","","","","","18","04","UP","0418LK023","","","18","04","15","12","50","AM","01","0","0","0","0","","PINE BLUFF","263.6","05","44","4","2","009","E","MPRP","4","9214","1","Y","YARD 252","1","","2","CMO","020235","022","Y","","","000","","2","0","0","0","0","0","0","0","0","0","57","0","56","0","0","2","0","7","0","0","136700","78732","T221","","0","0","0","0","T221","2","1","009","221068","","05C069","0","000000","0","1","0","0","1","10","30","","","1","5","","1L","","","","302","","2018","0","0","0","0","0","0","JEFFERSON","069","","","","N","OTH","000-000-000","THE MPRPB-13  WAS DRAGGING INTO TRACK 252 WHEN THEY ENCOUNTERED A BROKEN RAIL UNDER THE 22ND CAR OF","THEIR TRAIN, APPROXIMATELY 8 CARS SOUTH OF THE CLEARANCE CONE.  AN 8 FOOT SECTION OF THE EAST RAIL B","ROKE, DERAILING 9 CARS OF THE TRAIN.  THE DERAILED CARS SIDESWIPED LINES 95-102 IN ADJACENT TRACK 25","3.","","","","","","","","","","","","0","34.24856","-91.939275","2","5","K","","","PINE BLUFF SUB",
"18","06","ATK","153947","18","06","PW","ZZZZZZZZZZ","18","06","ATK","153947","","","18","06","07","6","40","PM","01","0","0","0","0","","HAMDEN","0002.6","09","67","3","1","000","","","","0","","","10","1","","2","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12000","T399","","0","0","0","0","T399","2","1","000","12000","","09C009","0","000000","0","0","0","0","0","","","","","1","1","","1L","","","","129","","2018","0","0","0","0","0","0","NEW HAVEN","009","","","","","CWR","","PW CT-1 ENGINE 3905 DERAILED ON TRACK 10 SWITCH ON LADDER IN CEDAR HILL PICKED SWITCH POINT WHICH WA","S ALREADY LINED FOR MOVEMENT.","","","","","","","","","","","","","","","41.33079","-72.894662","2","5","L","R","","NEC",
"18","02","CDOT","152148","","","","","18","02","ATK","152873","","","18","02","28","3","36","AM","09","0","0","0","0","","NEW HAVEN","0074.5","09","35","4","1","059","E","9702","3","0","3","Y","MAIN 2","4","","1","CDOT","001717","001","N","","","000","","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","18276","0","M402","","0","1","0","1","M402","1","4","059","18276","","09C009","1","000000","0","1","0","1","1","01","35","01","35","2","1","","3","","","","206","","2018","0","1","0","0","0","0","NEW HAVEN","009","","","","N","CWR","","CDOT TRAIN 9702, DEADHEAD EQUIPMENT, REPORTED STRIKING AN UNOCCUPIED VEHICLE LEFT ON # 2 TRACK AT MP","74.5.  THERE WERE NO PASSENGERS ON BOARD AND NO INJURIES REPORTED.  CDOTS EQUIPMENT DAMAGE IS $18,2","76.72.","","","","","","","","","","","","","0","41.308274","-72.927883","1","1","A","C","J","NEC",
"18","04","UP","0418LK023","","","","","18","04","UP","0418LK023","","","18","04","15","12","50","AM","01","0","0","0","0","","PINE BLUFF","263.6","05","44","4","2","000","R","","","11936","6","N","YARD 252","1","","2","GPFX","011647","100","Y","","","000","","0","0","0","0","0","0","0","0","0","0","87","0","21","0","0","0","0","0","0","0","5636","0","T221","","0","0","0","0","T221","2","1","009","221068","","05C069","0","000000","0","0","0","0","0","","","","","3","5","","1L","","","","302","","2018","0","0","0","0","0","0","JEFFERSON","069","","","","N","OTH","000-000-000","THE MPRPB-13  WAS DRAGGING INTO TRACK 252 WHEN THEY ENCOUNTERED A BROKEN RAIL UNDER THE 22ND CAR OF","THEIR TRAIN, APPROXIMATELY 8 CARS SOUTH OF THE CLEARANCE CONE.  AN 8 FOOT SECTION OF THE EAST RAIL B","ROKE, DERAILING 9 CARS OF THE TRAIN.  THE DERAILED CARS SIDESWIPED LINES 95-102 IN ADJACENT TRACK 25","3.","","","","","","","","","","","","0","34.24856","-91.939275","2","5","K","","","PINE BLUFF SUB",
"18","08","TSWS","9202018002","","","","","18","08","TSWS","9202018002","","","18","08","18","2","45","PM","01","0","0","0","0","","MARION","","05","88","2","1","006","E","JOB","2","1900","7","Y","402","X","","2","ETTX","703429","003","Y","","","000","","6","0","0","0","0","2","0","0","0","0","4","0","0","0","0","3","0","0","0","0","65000","20000","H210","H307","0","0","0","0","H210","2","X","006","85000","","05C035","0","000000","0","1","0","1","1","09","30","09","30","1","5","","3","","","","198","","2018","0","0","0","0","0","0","CRITTENDEN","035","00","00","","N","OTH","000-000-000","JOB 2 WAS SHOVING AUTOS INTO TRACK 401. JOB 1 WAS SHOVING LIGHT LOCO'S IN 402. JOB 1 ENGINEER CHANGE","D CHANNELS AND DID NOT HEAR THE STOP COMMAND UNTIL THEY CONTACTED THE AUTOS BEING SHOVED INTO 401.","","","","","","","","","","","","","","0","35.19592","-90.265865","2","5","","","","YARD",
"18","03","CDOT","152241","","","","","18","03","CDOT","152241","","","18","03","07","10","44","PM","01","0","0","0","0","","NEWINGTON","0072.3","09","31","4","6","005","E","6697","4","0","8","Y","83","1","","2","CDOT","006697","001","","","","000","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17263","0","M101","","0","0","0","0","M101","2","1","005","17263","","09C003","0","000000","0","1","0","2","0","07","09","07","09","1","1","","3","","","","247","","2018","0","0","0","0","0","0","HARTFORD","003","","","","N","CWR","","CDOT LOCOMOTIVE E/6697 DERAILED EAST OF THE 83 SWITCH.  THE CAUSE:  ICE AND SNOW BUILDUP IN THE GAUG","E LEAD TO AXLE 1 DERAILING.  THE CAUSE OF THE DERAILMENT WAS ICE AND SNOW BUILDUP.  THERE WERE NO RE","PORTS OF INJURY.  THE LOCOMOTIVE WAS RE-RAILED.","","","","","","","","","","","","","0","41.673283","-72.714623","2","5","L","","","BOSTON",
"18","06","CDOT","154059","","","","","18","06","CDOT","154059","","","18","06","28","3","12","PM","01","0","0","0","0","","NEW HAVEN","0072.3","09","80","2","2","000","","6695","4","0","7","Y","TRACK 29","1","","2","CT","006695","001","","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","23746","0","T499","","0","0","0","0","T499","2","1","000","23746","","09C009","0","000000","0","1","0","2","0","08","11","08","11","1","1","","3","","","","387","","2018","0","0","0","0","0","0","NEW HAVEN","009","","","","N","CWR","","A YARD CREW WAS PULLING A CT RAIL SET E/6695 AND CC/1509 FROM STORAGE TRACK 29 TO THE CDOT SHOP TRAC","K WHEN THE B-END TRUCK ALL WHEEL DERAILED ON CAR 527.  THE DERAILMENT OCCURRED ON CURVED TRACK AT NE","W HAVEN. THERE WERE NO INJURIES.  THE CAUSE OF THE DERAILMENT IS WOODEN MATERIAL/DEBRIS IN FLANGE-WA","Y CAUSING WHEEL TO COME UP ONTO RAIL AND DERAIL.  CDOTS EQUIPMENT DAMAGE IS $23,746.00.","","","","","","","","","","","","0","41.310726","-72.929916","2","5","L","","","BOSTON",
"18","02","ATK","152873","18","02","CDOT","152148","18","02","ATK","152873","","","18","02","28","3","36","AM","09","0","0","0","0","","NEW HAVEN","0074.5","09","35","4","1","000","","","","0","","","MAIN 2","4","","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","M402","","0","0","0","1","M402","1","4","059","18276","","09C009","0","000000","0","0","0","0","0","","","","","1","1","","1L","","","","204","","2018","0","0","0","0","0","0","NEW HAVEN","009","","","","","CWR","","CDOT TRAIN 9702, DEADHEAD EQUIPMENT, REPORTED STRIKING AN UNOCCUPIED VEHICLE LEFT ON # 2 TRACK AT MP","74.5. THERE WERE NO PASSENGERS ON BOARD AND NO INJURIES REPORTED. CDOTS EQUIPMENT DAMAGE IS $18,276",".72.","","","","","","","","","","","","","","41.308274","-72.927883","1","1","A","C","J","NEC",
"18","04","HRRC","0118","","","","","18","04","HRRC","0118","","","18","04","10","10","15","AM","01","2","0","0","0","","SALISBURY","40.5","09","34","2","2","024","R","NX12","1","1160","1","Y","SINGLE MAIN TRACK","2","0.5","1","HRLX","000919","011","Y","","","000","","1","0","0","0","0","0","0","0","0","0","7","0","6","0","0","3","0","0","0","0","84000","15000","T221","","0","0","0","0","T221","1","2","024","99000","","09C005","0","000000","0","1","0","1","0","04","15","04","15","1","1","","3L","","","","296","","2018","0","0","0","0","0","0","LITCHFIELD","005","","","","N","OTH","000-000-000","NX-12 WAS TRAVELING NORTHBOUND WHEN IT CAME TO AN ABRUPT STOP... IT DID NOT GO INTO EMERGENCY. INSPE","CTION RELEASED THE LAST THREE CARS HAD DERAILED. THE CAUSE WAS DETERMINED TO BE A VERTICAL SPLIT BRO","KEN RAIL. RERAILING AND TRACK REPAIR HAVE BEEN COMPLETED AND OPERATIONS HAVE RETURNED TO NORMAL.","","","","","","","","","","","","","0","41.933704","-73.389286","2","2","","","","SYSTEM",
"18","09","UP","0918LK006","","","","","18","09","UP","0918LK006","","","18","09","05","8","5","AM","01","1","1","0","0","","PINE BLUFF","264.5","05","85","2","1","009","E","YNL9","3","7959","1","Y","YARD 252","1","","2","PROX","017225","003","N","","","000","","2","0","0","0","0","0","0","0","0","0","2","0","4","0","0","2","0","4","0","0","18599","61832","T210","","0","0","0","0","T210","2","1","009","103283","","05C069","0","000000","0","1","0","1","0","09","20","09","20","1","5","","1L","","","","209","","2018","0","0","0","0","0","0","JEFFERSON","069","","","","N","OTH","000-000-000","YNL99X-04 WAS DRAGGING INTO TRACK 252, WHEN A RAIL BROKE AND RESULTED IN THE DERAILMENT OF 6 RAIL CA","RS.  TWO OF THE DERAILED CARS IN 252 LEANED OVER INTO 3 CARS IN ADJACENT TRACK, CAUSING DAMAGE TO TH","OSE CARS.","","","","","","","","","","","","","0","34.236954","-91.951054","2","5","K","L","","PINE BLUFF SUB",
"18","09","UP","0918LK006","","","","","18","09","UP","0918LK006","","","18","09","05","8","5","AM","01","0","0","0","0","","PINE BLUFF","264.5","05","85","2","1","000","E","","","7163","6","N","YARD 252","1","","2","GATX","022859","003","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","22852","0","T210","","0","0","0","0","T210","2","1","009","103283","","05C069","0","000000","0","0","0","0","0","","","","","3","5","","1L","","","","209","","2018","0","0","0","0","0","0","JEFFERSON","069","","","","N","OTH","000-000-000","YNL99X-04 WAS DRAGGING INTO TRACK 252, WHEN A RAIL BROKE AND RESULTED IN THE DERAILMENT OF 6 RAIL CA","RS.  TWO OF THE DERAILED CARS IN 252 LEANED OVER INTO 3 CARS IN ADJACENT TRACK, CAUSING DAMAGE TO TH","OSE CARS.","","","","","","","","","","","","","0","34.236954","-91.951054","2","5","K","L","","PINE BLUFF SUB",
"18","03","UP","0318LK006","","","","","18","03","UP","0318LK006","","","18","03","03","7","52","PM","12","0","0","0","0","","PINE BLUFF","263.5","05","55","3","1","000","R","YPB2","3","0","8","Y","YARD 251","1","","2","UP","001748","001","","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","306811","5078","H307","H302","0","0","0","0","H307","2","1","008","329597","","05C069","0","000000","0","1","0","0","1","03","53","","","1","5","","1L","","","","391","","2018","0","0","0","0","0","0","JEFFERSON","069","00","00","","N","OTH","000-000-000","YPB25R-03 AND YPB28R-03 HUMP JOBS COLLIDED NEAR THE 249 SWITCH AT THE NORTH END OF PINE BLUFF TERMIN","AL.  WHILE THE YPB25R WAS DRAGGING OUT 249, THE YPB28R LIGHT POWER STARTED MOVING NORTH AND FOULED T","HE 249 SWITCH THAT WAS LINED AGAINST THEIR MOVEMENT.  THE YPB25R WAS PULLING 249 IN SPEED SELECT 10","WITH 6,633 TONS AND WAS UNABLE TO GET STOPPED BEFORE COLLIDING WITH THE YPB28R LIGHT POWER.","","","","","","","","","","","","3","34.251062","-91.937929","2","5","K","","","PINE BLUFF SUB",
"18","03","UP","0318LK006","","","","","18","03","UP","0318LK006","","","18","03","03","7","52","PM","12","1","0","0","0","","PINE BLUFF","263.5","05","55","3","1","008","R","YPB2","3","6633","7","Y","YARD 251","1","","2","UP","001752","001","","","","000","","2","0","0","0","0","2","0","0","0","0","54","0","22","0","0","0","0","0","0","0","17708","0","H307","H302","0","0","0","0","H307","2","1","008","329597","","05C069","0","000000","0","2","0","0","0","04","52","","","3","5","","1L","","","","391","","2018","0","0","0","0","0","0","JEFFERSON","069","00","00","","N","OTH","000-000-000","YPB25R-03 AND YPB28R-03 HUMP JOBS COLLIDED NEAR THE 249 SWITCH AT THE NORTH END OF PINE BLUFF TERMIN","AL.  WHILE THE YPB25R WAS DRAGGING OUT 249, THE YPB28R LIGHT POWER STARTED MOVING NORTH AND FOULED T","HE 249 SWITCH THAT WAS LINED AGAINST THEIR MOVEMENT.  THE YPB25R WAS PULLING 249 IN SPEED SELECT 10","WITH 6,633 TONS AND WAS UNABLE TO GET STOPPED BEFORE COLLIDING WITH THE YPB28R LIGHT POWER.","","","","","","","","","","","","3","34.251062","-91.937929","2","5","K","","","PINE BLUFF SUB",
"18","03","BNSF","HL0318107","","","","","18","03","BNSF","HL0318107","","","18","03","11","11","45","AM","01","0","0","0","0","","ARMOREL","241.8","05","40","2","3","010","R","RHLA","3","7435","1","Y","3963","1","","2","BNSF","545585","012","N","BNSF","545585","012","N","2","0","0","0","0","0","0","0","0","0","30","0","113","0","0","0","0","2","0","0","1600","94451","E69C","","0","0","0","0","E69C","2","1","010","96051","","05C093","0","000000","0","1","0","1","1","04","45","04","45","1","5","","1L","","","","134","","2018","0","0","0","0","0","0","MISSISSIPPI","093","","","","N","OTH","000-000-000","R-HLA4161-11 DERAILED 2 RAILCARS WHILE SHOVING YARD TRACK 3963. NO HAZARDOUS MATERIALS WERE RELEASED",". CAUSE FOUND TO BE WHEEL DEFECTS.","","","","","","","","","","","","","","0","35.920833","-89.82833","2","5","K","","","RIVER",
"18","03","UP","0318LK011","","","","","18","03","UP","0318LK011","","","18","03","02","5","2","AM","12","0","0","0","0","","PINE BLUFF","263.9","05","50","4","2","016","R","YPB3","4","35","7","Y","YARD 042","2","","2","NS","192798","002","Y","","","000","","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","9828","33","S007","","0","0","0","0","S007","2","2","016","11984","","05C069","0","000000","0","2","0","0","0","06","02","","","3","5","","1L","","","","272","","2018","0","0","0","0","0","0","JEFFERSON","069","","","","N","OTH","000-000-000","YPB34R-01 HUMPED CAR NS192798 INTO BOWL TRACK 42.  THE CAR WAS SHOWING AS A LOAD BUT WAS ACTUALLY FU","LL OF PIPE.  THE SCALE AND RETARDERS FAILED TO ADJUST THE SPEED OF THE CAR PER THE WEIGHT RESULTING","IN THE CAR MAKING A HARD JOINT AND THE PIPE SHIFTING INTO CAR GATX75112.","","","","","","","","","","","","","3","34.24363","-91.944833","2","5","K","","","PINE BLUFF SUB",
"18","03","UP","0318LK011","","","","","18","03","UP","0318LK011","","","18","03","02","5","2","AM","12","0","0","0","0","","PINE BLUFF","263.9","05","50","4","2","000","R","","","126","5","N","YARD 042","2","","2","GATX","075112","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2123","0","S007","","0","0","0","0","S007","2","2","016","11984","","05C069","0","000000","0","0","0","0","0","","","","","1","5","","1L","","","","272","","2018","0","0","0","0","0","0","JEFFERSON","069","","","","N","OTH","000-000-000","YPB34R-01 HUMPED CAR NS192798 INTO BOWL TRACK 42.  THE CAR WAS SHOWING AS A LOAD BUT WAS ACTUALLY FU","LL OF PIPE.  THE SCALE AND RETARDERS FAILED TO ADJUST THE SPEED OF THE CAR PER THE WEIGHT RESULTING","IN THE CAR MAKING A HARD JOINT AND THE PIPE SHIFTING INTO CAR GATX75112.","","","","","","","","","","","","","0","34.24363","-91.944833","2","5","K","","","PINE BLUFF SUB",
"18","01","CRSH","128011","","","","","18","01","CRSH","128011","","","18","01","04","7","52","PM","01","0","0","0","0","","CAMDEN","MP001.","34","15","3","2","008","E","FC60","4","0","7","Y","PAV 15/16 CLASS","1","0010","2","CSXT","124262","001","Y","","","000","","2","0","0","0","0","0","0","0","0","0","36","0","12","0","0","1","0","1","0","0","61554","1500","M101","","0","0","0","0","M101","2","1","008","63054","","34C007","0","000000","0","1","0","0","0","05","22","","","1","1","","1L","","","","78","","2018","0","0","0","0","0","0","CAMDEN","007","00","00","","N","CWR","000-000-000","FC60 DERAILED TWO CARS SHOVING INTO 15 CLASS DUE ICE AND SNOW IN SWITCH POINT.","","","","","","","","","","","","","","","1","39.950659","-75.092428","2","5","K","L","","SOUTH JERSEY",
"18","01","NJTR","201801016","","","","","18","01","NJTR","201801016","","","18","01","04","2","10","AM","01","0","0","0","0","","KEARNY","","34","20","4","1","003","E","MM40","3","0","8","Y","11 WEST","1","000000","2","NJTR","004011","002","N","NJTR","004011","002","N","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","34499","262","H399","E30C","0","0","0","0","H399","2","1","003","34761","","34C017","0","000000","0","1","0","0","0","08","10","","","1","1","","3L","","","","306","","2018","0","0","0","0","0","0","HUDSON","017","00","00","","N","CWR","","ENGINE #4213 UNCOUPLED WHILE ENROUTE DURING YARD SHOVING MOVEMENT AND DERAILEDOVER DERAIL LOCATED IN","FRONT OF TRACK #11 WEST AFTER CONDUCTOR FAILED TO VISUALLY INSPECT COUPLE AND ENSURE COUPLE WAS MAD","E. CONTRIBUTING CAUSE WAS A DEFECTIVE KNUCKLE CASTING IDENTIFIED ON #4011 CAUSING IT NO NOT LOCK PRO","PERLY.","","","","","","","","","","","","0","40.743755","-74.100305","2","5","L","","","NEWARK",
"18","01","NYSW","08012301","","","","","18","01","NYSW","08012301","","","18","01","23","9","30","AM","01","0","0","0","0","","NORTH BERGEN","9.0","34","54","2","1","009","E","LF-0","4","2500","1","Y","TRACK #20","1","300000","3","CSXT","620141","041","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","1","0","0","10000","55000","H306","H995","0","0","0","0","H306","3","1","009","65000","","34C003","0","000000","0","1","0","1","0","04","30","04","30","1","1","","3L","","","","319","","2018","0","0","0","0","0","0","BERGEN","003","","","","N","OTH","000-000-000","LF-0 CREW PULLED A CUT OF RAILCARS, DID NOT KNOW THAT THE PREVIOUS SHOVE MOVE INTO THE TRACK WAS UNP","ROTECTED.  WHEN LF-0 PULLED THE TRACK, THE LAST CAR WAS ALREADY DERAILED, MOVED DOWN THE TRACK 1,800","` & STRUCK A RAILCAR TIED DOWN ON A SIDING CAUSING THE TRAIN TO PULL APART, AN EMERGENCY APPLICATION","STOPPED THE TRAIN.","","","","","","","","","","","","0","40.819119","-74.014871","2","5","L","","","SOUTHERN",
"18","07","ATK","154196","","","","","18","07","ATK","154196","","","18","07","11","8","7","PM","09","0","0","0","0","","NEW CARROLLTON","0127.0","24","80","3","1","122","R","2128","1","0","2","Y","TRACK 2","7","","1","AMT","002038","001","","","","000","","1","0","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","21354","0","M404","","1","0","1","0","M404","1","7","122","21354","","24C033","0","000000","1","1","0","2","0","05","12","05","12","1","2","","1L","","","","203","","2018","0","0","0","0","1","0","PRINCE GEORGE'S","033","","","","Y","CWR","","TRAIN 2128(11) OPERATING LOCOMOTIVE PC/2038 WITH SIX CARS AND PC/2016 TRAILING STRUCK AND FATALLY IN","JURED A TRESPASSER. IT WAS  REPORTED THE TRESPASSER JUMPED OFF THE PLATFORM INTO THE PATH OF THE TRA","IN.","","","","","","","","","","","","","0","38.948179","-76.871668","1","1","A","B","J","NEC",
"18","08","NS","130714","","","","","18","08","NS","130714","","","18","08","24","1","5","PM","01","0","0","0","0","","BALTIMORE","PL096.","24","85","2","1","010","R","HB08","1","0","7","Y","CT62","1","0000","2","NS","005246","002","N","","","000","","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12634","250","T314","","0","0","0","0","T314","2","1","010","12884","","24C005","0","000000","0","2","0","0","0","07","07","","","1","2","","1L","","","","160","","2018","0","0","0","0","0","0","BALTIMORE","005","","","","N","OTH","000-000-000","NS HB08 SWITCHING NORTH ON TRACK CT62 WHEN THE LEAD TRUCKS OF THE TRAILING UNIT NS 5246 CLIMBED THE","SWITCH POINT RESULTING IN DERAILMENT OF NS 5246 AND NS 5671.","","","","","","","","","","","","","","3","0","0","2","5","K","","","HARRISBURG",
"18","05","CSX","000176587","","","","","18","05","CSX","000176587","","","18","05","24","1","10","AM","01","0","0","0","0","","CUMBERLAND","0176.0","24","77","4","1","009","E","Y392","3","0","7","Y","W26/W27","1","0000.0","2","UTLX","066610","002","N","UTLX","066610","002","N","2","0","0","0","0","0","0","0","0","0","14","0","0","0","0","5","0","0","0","0","35997","1000","E46C","","0","0","0","0","E46C","2","1","009","36997","","24C001","0","000000","0","1","0","1","0","01","11","01","11","1","2","","1L","","","","198","","2018","0","0","0","0","0","0","ALLEGANY","001","","","","N","OTH","000-000-000","Y39223 WAS SHOVING 14 CARS FROM THE SOUTH LEAD INTO W26 TRACK WHEN THE A END TRUCK OF UTLX66610 FAIL","ED TO TRAVERSE THE SWITCH AND DERAILED AT THE W24/W26 SWITCH DERAILING 4 OTHER CARS ALONG WITH IT.","","","","","","","","","","","","","","3","39.629594","-78.747503","2","5","","","","CUMBERLAND TERMINAL",
"18","03","CSX","000175371","","","","","18","03","CSX","000175371","","","18","03","22","11","0","PM","01","5","3","0","0","","BALTIMORE","0004.6","24","33","4","2","005","R","Y229","4","0","7","Y","INDUSTRY LEAD","1","0000.0","4","TCBX","261678","006","Y","TCBX","261678","006","Y","2","0","0","0","0","0","0","0","0","0","10","0","0","0","0","3","0","0","0","0","20433","400","E46C","","0","0","0","0","E46C","4","1","005","20833","","24C510","0","000000","0","1","0","1","0","07","01","07","01","1","2","","1L","","","","283","","2018","0","0","0","0","0","0","BALTIMORE CITY","510","","","","N","OTH","000-000-000","ON 03/22/2018 AT 2300 Y22922 WAS SHOVING TEN CARS WEST INTO LIQUID TRANSFER INDUSTRY TRACK LOCATED A","T CURTIS BAY, MD. PRINCIPLE CAR TCBX 261678 DERAILED R1 WHEEL WHILE NAVIGATING CURVE ON THE LIQUID T","RANSFER LEAD WHICH RESULTED IN ALL WHEELS ALONG WITH CARS TCBX 261649 & GATX 57880.","","","","","","","","","","","","","0","39.207554","-76.569245","2","5","","","","BALTIMORE TERMINAL",
